Date,Time,Cur.,Event,Imp.,Actual,Forecast,Previous
"Thursday, October 13, 2022",18:00,US,Core CPI (MoM) (Sep),,0.6%,0.5%,0.6%
"Thursday, October 13, 2022",18:00,US,CPI (YoY) (Sep),,8.2%,8.1%,8.2%
"Thursday, October 13, 2022",18:00,US,Initial Jobless Claims,,228K,225K,219K
"Thursday, October 20, 2022",18:00,US,Initial Jobless Claims,,214K,230K,226K
"Thursday, October 27, 2022",18:00,US,Initial Jobless Claims,,217K,220K,214K
"Friday, October 28, 2022",18:00,US,Core PCE Price Index (YoY) (Sep),,5.1%,5.2%,4.9%
"Friday, October 28, 2022",18:00,US,Core PCE Price Index (MoM) (Sep),,0.5%,0.5%,0.5%
"Wednesday, November 2, 2022",23:30,US,Fed Interest Rate Decision,,4.00%,4.00%,3.25%
"Thursday, November 3, 2022",18:00,US,Initial Jobless Claims,,217K,220K,218K
"Friday, November 4, 2022",18:00,US,Nonfarm Payrolls (Oct),,261K,200K,315K
"Friday, November 4, 2022",18:00,US,Unemployment Rate (Oct),,3.7%,3.6%,3.5%
"Thursday, November 10, 2022",19:00,US,CPI (MoM) (Oct),,0.4%,0.6%,0.4%
"Thursday, November 10, 2022",19:00,US,Core CPI (MoM) (Oct),,0.3%,0.5%,0.6%
"Thursday, November 10, 2022",19:00,US,CPI (YoY) (Oct),,7.7%,8.0%,8.2%
"Thursday, November 10, 2022",19:00,US,Initial Jobless Claims,,225K,220K,218K
"Thursday, November 17, 2022",19:00,US,Initial Jobless Claims,,222K,225K,226K
"Wednesday, November 23, 2022",19:00,US,Initial Jobless Claims,,240K,225K,223K
"Thursday, December 1, 2022",19:00,US,Core PCE Price Index (MoM) (Oct),,0.2%,0.3%,0.5%
"Thursday, December 1, 2022",19:00,US,Core PCE Price Index (YoY) (Oct),,5.0%,5.0%,5.2%
"Thursday, December 1, 2022",19:00,US,Initial Jobless Claims,,225K,235K,241K
"Friday, December 2, 2022",18:00,US,Unemployment Rate (Nov),,3.7%,3.7%,3.7%
"Friday, December 2, 2022",19:00,US,Nonfarm Payrolls (Nov),,263K,200K,284K
"Thursday, December 8, 2022",19:00,US,Initial Jobless Claims,,230K,230K,226K
"Tuesday, December 13, 2022",19:00,US,Core CPI (MoM) (Nov),,0.2%,0.3%,0.3%
"Tuesday, December 13, 2022",19:00,US,CPI (MoM) (Nov),,0.1%,0.3%,0.5%
"Tuesday, December 13, 2022",19:00,US,CPI (YoY) (Nov),,7.1%,7.3%,7.8%
"Thursday, December 15, 2022",00:30,US,Fed Interest Rate Decision,,4.50%,4.50%,4.00%
"Thursday, December 15, 2022",19:00,US,Initial Jobless Claims,,211K,230K,231K
"Thursday, December 22, 2022",19:00,US,Initial Jobless Claims,,216K,222K,214K
"Friday, December 23, 2022",19:00,US,Core PCE Price Index (MoM) (Nov),,0.2%,0.2%,0.3%
"Friday, December 23, 2022",19:00,US,Core PCE Price Index (YoY) (Nov),,4.7%,4.7%,5.0%
"Thursday, December 29, 2022",19:00,US,Initial Jobless Claims,,225K,225K,216K
"Thursday, January 5, 2023",19:00,US,Initial Jobless Claims,,204K,225K,223K
"Friday, January 6, 2023",19:00,US,Nonfarm Payrolls (Dec),,223K,200K,256K
"Friday, January 6, 2023",19:00,US,Unemployment Rate (Dec),,3.5%,3.7%,3.6%
"Thursday, January 12, 2023",19:00,US,CPI (MoM) (Dec),,-0.1%,0.0%,0.2%
"Thursday, January 12, 2023",19:00,US,Core CPI (MoM) (Dec),,0.3%,0.3%,0.3%
"Thursday, January 12, 2023",19:00,US,CPI (YoY) (Dec),,6.5%,6.5%,7.1%
"Thursday, January 12, 2023",19:00,US,Initial Jobless Claims,,205K,215K,206K
"Thursday, January 19, 2023",19:00,US,Initial Jobless Claims,,190K,214K,205K
"Thursday, January 26, 2023",19:00,US,Initial Jobless Claims,,186K,205K,192K
"Friday, January 27, 2023",19:00,US,Core PCE Price Index (MoM) (Dec),,0.3%,0.3%,0.2%
"Friday, January 27, 2023",19:00,US,Core PCE Price Index (YoY) (Dec),,4.4%,4.4%,4.7%
"Thursday, February 2, 2023",00:30,US,Fed Interest Rate Decision,,4.75%,4.75%,4.50%
"Thursday, February 2, 2023",19:00,US,Initial Jobless Claims,,183K,200K,186K
"Friday, February 3, 2023",19:00,US,Nonfarm Payrolls (Jan),,517K,185K,260K
"Friday, February 3, 2023",19:00,US,Unemployment Rate (Jan),,3.4%,3.6%,3.5%
"Thursday, February 9, 2023",19:00,US,Initial Jobless Claims,,196K,190K,183K
"Tuesday, February 14, 2023",19:00,US,CPI (MoM) (Jan),,0.5%,0.5%,0.1%
"Tuesday, February 14, 2023",19:00,US,CPI (YoY) (Jan),,6.4%,6.2%,6.5%
"Tuesday, February 14, 2023",19:00,US,Core CPI (MoM) (Jan),,0.4%,0.4%,0.4%
"Thursday, February 16, 2023",19:00,US,Initial Jobless Claims,,194K,200K,195K
"Thursday, February 23, 2023",19:00,US,Initial Jobless Claims,,192K,200K,195K
"Friday, February 24, 2023",19:00,US,Core PCE Price Index (MoM) (Jan),,0.6%,0.4%,0.4%
"Friday, February 24, 2023",19:00,US,Core PCE Price Index (YoY) (Jan),,4.7%,4.3%,4.6%
"Thursday, March 2, 2023",19:00,US,Initial Jobless Claims,,190K,195K,192K
"Thursday, March 9, 2023",19:00,US,Initial Jobless Claims,,211K,195K,190K
"Friday, March 10, 2023",19:00,US,Unemployment Rate (Feb),,3.6%,3.4%,3.4%
"Friday, March 10, 2023",19:00,US,Nonfarm Payrolls (Feb),,311K,205K,504K
"Tuesday, March 14, 2023",18:00,US,Core CPI (MoM) (Feb),,0.5%,0.4%,0.4%
"Tuesday, March 14, 2023",18:00,US,CPI (MoM) (Feb),,0.4%,0.4%,0.5%
"Tuesday, March 14, 2023",18:00,US,CPI (YoY) (Feb),,6.0%,6.0%,6.4%
"Thursday, March 16, 2023",18:00,US,Initial Jobless Claims,,192K,205K,212K
"Wednesday, March 22, 2023",23:30,US,Fed Interest Rate Decision,,5.00%,5.00%,4.75%
"Thursday, March 23, 2023",18:00,US,Initial Jobless Claims,,191K,197K,192K
"Thursday, March 30, 2023",18:00,US,Initial Jobless Claims,,198K,196K,191K
"Friday, March 31, 2023",18:00,US,Core PCE Price Index (YoY) (Feb),,4.6%,4.7%,4.7%
"Friday, March 31, 2023",18:00,US,Core PCE Price Index (MoM) (Feb),,0.3%,0.4%,0.5%
"Thursday, April 6, 2023",18:00,US,Initial Jobless Claims,,228K,200K,246K
"Friday, April 7, 2023",18:00,US,Nonfarm Payrolls (Mar),,236K,239K,326K
"Friday, April 7, 2023",18:00,US,Unemployment Rate (Mar),,3.5%,3.6%,3.6%
"Wednesday, April 12, 2023",18:00,US,Core CPI (MoM) (Mar),,0.4%,0.4%,0.5%
"Wednesday, April 12, 2023",18:00,US,CPI (MoM) (Mar),,0.1%,0.2%,0.4%
"Wednesday, April 12, 2023",18:00,US,CPI (YoY) (Mar),,5.0%,5.2%,6.0%
"Thursday, April 13, 2023",18:00,US,Initial Jobless Claims,,239K,232K,228K
"Thursday, April 20, 2023",18:00,US,Initial Jobless Claims,,245K,240K,240K
"Thursday, April 27, 2023",18:00,US,Initial Jobless Claims,,230K,248K,246K
"Friday, April 28, 2023",18:00,US,Core PCE Price Index (MoM) (Mar),,0.3%,0.3%,0.3%
"Friday, April 28, 2023",18:00,US,Core PCE Price Index (YoY) (Mar),,4.6%,4.5%,4.7%
"Wednesday, May 3, 2023",23:30,US,Fed Interest Rate Decision,,5.25%,5.25%,5.00%
"Thursday, May 4, 2023",18:00,US,Initial Jobless Claims,,242K,240K,229K
"Friday, May 5, 2023",18:00,US,Nonfarm Payrolls (Apr),,253K,180K,165K
"Friday, May 5, 2023",18:00,US,Unemployment Rate (Apr),,3.4%,3.6%,3.5%
"Wednesday, May 10, 2023",18:00,US,CPI (MoM) (Apr),,0.4%,0.4%,0.1%
"Wednesday, May 10, 2023",18:00,US,Core CPI (MoM) (Apr),,0.4%,0.4%,0.4%
"Wednesday, May 10, 2023",18:00,US,CPI (YoY) (Apr),,4.9%,5.0%,5.0%
"Thursday, May 11, 2023",18:00,US,Initial Jobless Claims,,264K,245K,242K
"Thursday, May 18, 2023",18:00,US,Initial Jobless Claims,,242K,254K,264K
"Thursday, May 25, 2023",18:00,US,Initial Jobless Claims,,229K,250K,225K
"Friday, May 26, 2023",18:00,US,Core PCE Price Index (MoM) (Apr),,0.4%,0.3%,0.3%
"Friday, May 26, 2023",18:00,US,Core PCE Price Index (YoY) (Apr),,4.7%,4.6%,4.6%
"Thursday, June 1, 2023",18:00,US,Initial Jobless Claims,,232K,235K,230K
"Friday, June 2, 2023",18:00,US,Nonfarm Payrolls (May),,339K,180K,294K
"Friday, June 2, 2023",18:00,US,Unemployment Rate (May),,3.7%,3.5%,3.4%
"Thursday, June 8, 2023",18:00,US,Initial Jobless Claims,,261K,235K,233K
"Tuesday, June 13, 2023",18:00,US,CPI (MoM) (May),,0.1%,0.2%,0.4%
"Tuesday, June 13, 2023",18:00,US,CPI (YoY) (May),,4.0%,4.1%,4.9%
"Tuesday, June 13, 2023",18:00,US,Core CPI (MoM) (May),,0.4%,0.4%,0.4%
"Wednesday, June 14, 2023",23:30,US,Fed Interest Rate Decision,,5.25%,5.25%,5.25%
"Thursday, June 15, 2023",18:00,US,Initial Jobless Claims,,262K,250K,262K
"Thursday, June 22, 2023",18:00,US,Initial Jobless Claims,,264K,260K,264K
"Thursday, June 29, 2023",18:00,US,Initial Jobless Claims,,239K,266K,265K
"Friday, June 30, 2023",18:00,US,Core PCE Price Index (MoM) (May),,0.3%,0.3%,0.4%
"Friday, June 30, 2023",18:00,US,Core PCE Price Index (YoY) (May),,4.6%,4.7%,4.7%
"Thursday, July 6, 2023",18:00,US,Initial Jobless Claims,,248K,245K,236K
"Friday, July 7, 2023",18:00,US,Nonfarm Payrolls (Jun),,209K,225K,306K
"Friday, July 7, 2023",18:00,US,Unemployment Rate (Jun),,3.6%,3.6%,3.7%
"Wednesday, July 12, 2023",18:00,US,CPI (MoM) (Jun),,0.2%,0.3%,0.1%
"Wednesday, July 12, 2023",18:00,US,CPI (YoY) (Jun),,3.0%,3.1%,4.0%
"Wednesday, July 12, 2023",18:00,US,Core CPI (MoM) (Jun),,0.2%,0.3%,0.4%
"Thursday, July 13, 2023",18:00,US,Initial Jobless Claims,,237K,250K,249K
"Thursday, July 20, 2023",18:00,US,Initial Jobless Claims,,228K,242K,237K
"Wednesday, July 26, 2023",23:30,US,Fed Interest Rate Decision,,5.50%,5.50%,5.25%
"Thursday, July 27, 2023",18:00,US,Initial Jobless Claims,,221K,235K,228K
"Friday, July 28, 2023",18:00,US,Core PCE Price Index (MoM) (Jun),,0.2%,0.2%,0.3%
"Friday, July 28, 2023",18:00,US,Core PCE Price Index (YoY) (Jun),,4.1%,4.2%,4.6%
"Thursday, August 3, 2023",18:00,US,Initial Jobless Claims,,227K,227K,221K
"Friday, August 4, 2023",18:00,US,Nonfarm Payrolls (Jul),,187K,200K,185K
"Friday, August 4, 2023",18:00,US,Unemployment Rate (Jul),,3.5%,3.6%,3.6%
"Thursday, August 10, 2023",18:00,US,CPI (MoM) (Jul),,0.2%,0.2%,0.2%
"Thursday, August 10, 2023",18:00,US,Core CPI (MoM) (Jul),,0.2%,0.2%,0.2%
"Thursday, August 10, 2023",18:00,US,CPI (YoY) (Jul),,3.2%,3.3%,3.0%
"Thursday, August 10, 2023",18:00,US,Initial Jobless Claims,,248K,230K,227K
"Thursday, August 17, 2023",18:00,US,Initial Jobless Claims,,239K,240K,250K
"Thursday, August 24, 2023",18:00,US,Initial Jobless Claims,,230K,240K,240K
"Thursday, August 31, 2023",18:00,US,Core PCE Price Index (MoM) (Jul),,0.2%,0.2%,0.2%
"Thursday, August 31, 2023",18:00,US,Core PCE Price Index (YoY) (Jul),,4.2%,4.2%,4.1%
"Thursday, August 31, 2023",18:00,US,Initial Jobless Claims,,228K,235K,232K
"Friday, September 1, 2023",18:00,US,Nonfarm Payrolls (Aug),,187K,170K,157K
"Friday, September 1, 2023",18:00,US,Unemployment Rate (Aug),,3.8%,3.5%,3.5%
"Thursday, September 7, 2023",18:00,US,Initial Jobless Claims,,216K,234K,229K
"Wednesday, September 13, 2023",18:00,US,CPI (MoM) (Aug),,0.6%,0.6%,0.2%
"Wednesday, September 13, 2023",18:00,US,CPI (YoY) (Aug),,3.7%,3.6%,3.2%
"Wednesday, September 13, 2023",18:00,US,Core CPI (MoM) (Aug),,0.3%,0.2%,0.2%
"Thursday, September 14, 2023",18:00,US,Initial Jobless Claims,,220K,225K,217K
"Wednesday, September 20, 2023",23:30,US,Fed Interest Rate Decision,,5.50%,5.50%,5.50%
"Thursday, September 21, 2023",18:00,US,Initial Jobless Claims,,201K,225K,221K
"Thursday, September 28, 2023",18:00,US,Initial Jobless Claims,,204K,215K,202K
"Friday, September 29, 2023",18:00,US,Core PCE Price Index (MoM) (Aug),,0.1%,0.2%,0.2%
"Friday, September 29, 2023",18:00,US,Core PCE Price Index (YoY) (Aug),,3.9%,3.9%,4.3%
"Thursday, October 5, 2023",18:00,US,Initial Jobless Claims,,207K,210K,205K
"Friday, October 6, 2023",18:00,US,Nonfarm Payrolls (Sep),,336K,170K,227K
"Friday, October 6, 2023",18:00,US,Unemployment Rate (Sep),,3.8%,3.7%,3.8%
"Thursday, October 12, 2023",18:00,US,CPI (MoM) (Sep),,0.4%,0.3%,0.5%
"Thursday, October 12, 2023",18:00,US,Core CPI (MoM) (Sep),,0.3%,0.3%,0.3%
"Thursday, October 12, 2023",18:00,US,CPI (YoY) (Sep),,3.7%,3.6%,3.7%
"Thursday, October 12, 2023",18:00,US,Initial Jobless Claims,,209K,210K,209K
"Thursday, October 19, 2023",18:00,US,Initial Jobless Claims,,198K,212K,211K
"Thursday, October 26, 2023",18:00,US,Initial Jobless Claims,,210K,208K,200K
"Friday, October 27, 2023",18:00,US,Core PCE Price Index (MoM) (Sep),,0.3%,0.3%,0.1%
"Friday, October 27, 2023",18:00,US,Core PCE Price Index (YoY) (Sep),,3.7%,3.7%,3.8%
"Wednesday, November 1, 2023",23:30,US,Fed Interest Rate Decision,,5.50%,5.50%,5.50%
"Thursday, November 2, 2023",18:00,US,Initial Jobless Claims,,217K,210K,212K
"Friday, November 3, 2023",18:00,US,Nonfarm Payrolls (Oct),,150K,180K,297K
"Friday, November 3, 2023",18:00,US,Unemployment Rate (Oct),,3.9%,3.8%,3.8%
"Thursday, November 9, 2023",19:00,US,Initial Jobless Claims,,217K,215K,220K
"Tuesday, November 14, 2023",19:00,US,CPI (MoM) (Oct),,0.0%,0.1%,0.4%
"Tuesday, November 14, 2023",19:00,US,CPI (YoY) (Oct),,3.2%,3.3%,3.7%
"Tuesday, November 14, 2023",19:00,US,Core CPI (MoM) (Oct),,0.2%,0.3%,0.3%
"Thursday, November 16, 2023",19:00,US,Initial Jobless Claims,,231K,220K,218K
"Wednesday, November 22, 2023",19:00,US,Initial Jobless Claims,,209K,225K,233K
"Thursday, November 30, 2023",19:00,US,Core PCE Price Index (MoM) (Oct),,0.2%,0.2%,0.3%
"Thursday, November 30, 2023",19:00,US,Core PCE Price Index (YoY) (Oct),,3.5%,3.5%,3.7%
"Thursday, November 30, 2023",19:00,US,Initial Jobless Claims,,218K,220K,211K
"Thursday, December 7, 2023",19:00,US,Initial Jobless Claims,,220K,222K,219K
"Friday, December 8, 2023",19:00,US,Nonfarm Payrolls (Nov),,199K,180K,150K
"Friday, December 8, 2023",19:00,US,Unemployment Rate (Nov),,3.7%,3.9%,3.9%
"Tuesday, December 12, 2023",19:00,US,CPI (MoM) (Nov),,0.1%,0.0%,0.1%
"Tuesday, December 12, 2023",19:00,US,Core CPI (MoM) (Nov),,0.3%,0.3%,0.2%
"Tuesday, December 12, 2023",19:00,US,CPI (YoY) (Nov),,3.1%,3.1%,3.2%
"Thursday, December 14, 2023",00:30,US,Fed Interest Rate Decision,,5.50%,5.50%,5.50%
"Thursday, December 14, 2023",19:00,US,Initial Jobless Claims,,202K,220K,221K
"Thursday, December 21, 2023",19:00,US,Initial Jobless Claims,,205K,214K,203K
"Friday, December 22, 2023",19:00,US,Core PCE Price Index (MoM) (Nov),,0.1%,0.2%,0.1%
"Friday, December 22, 2023",19:00,US,Core PCE Price Index (YoY) (Nov),,3.2%,3.3%,3.4%
"Thursday, December 28, 2023",19:00,US,Initial Jobless Claims,,218K,210K,206K
"Thursday, January 4, 2024",19:00,US,Initial Jobless Claims,,202K,216K,220K
"Friday, January 5, 2024",19:00,US,Nonfarm Payrolls (Dec),,216K,170K,182K
"Friday, January 5, 2024",19:00,US,Unemployment Rate (Dec),,3.7%,3.8%,3.7%
"Thursday, January 11, 2024",19:00,US,CPI (MoM) (Dec),,0.3%,0.2%,0.2%
"Thursday, January 11, 2024",19:00,US,CPI (YoY) (Dec),,3.4%,3.2%,3.1%
"Thursday, January 11, 2024",19:00,US,Core CPI (MoM) (Dec),,0.3%,0.3%,0.3%
"Thursday, January 11, 2024",19:00,US,Initial Jobless Claims,,202K,210K,203K
"Thursday, January 18, 2024",19:00,US,Initial Jobless Claims,,187K,207K,203K
"Thursday, January 25, 2024",19:00,US,Initial Jobless Claims,,214K,200K,189K
"Friday, January 26, 2024",19:00,US,Core PCE Price Index (MoM) (Dec),,0.2%,0.2%,0.1%
"Friday, January 26, 2024",19:00,US,Core PCE Price Index (YoY) (Dec),,2.9%,3.0%,3.2%
"Thursday, February 1, 2024",00:30,US,Fed Interest Rate Decision,,5.50%,5.50%,5.50%
"Thursday, February 1, 2024",19:00,US,Initial Jobless Claims,,224K,213K,215K
"Friday, February 2, 2024",19:00,US,Nonfarm Payrolls (Jan),,353K,187K,290K
"Friday, February 2, 2024",19:00,US,Unemployment Rate (Jan),,3.7%,3.8%,3.7%
"Thursday, February 8, 2024",19:00,US,Initial Jobless Claims,,218K,221K,227K
"Tuesday, February 13, 2024",19:00,US,CPI (MoM) (Jan),,0.3%,0.2%,0.2%
"Tuesday, February 13, 2024",19:00,US,Core CPI (MoM) (Jan),,0.4%,0.3%,0.3%
"Tuesday, February 13, 2024",19:00,US,CPI (YoY) (Jan),,3.1%,2.9%,3.4%
"Thursday, February 15, 2024",19:00,US,Initial Jobless Claims,,212K,219K,220K
"Thursday, February 22, 2024",19:00,US,Initial Jobless Claims,,201K,217K,213K
"Thursday, February 29, 2024",19:00,US,Core PCE Price Index (YoY) (Jan),,2.8%,2.8%,2.9%
"Thursday, February 29, 2024",19:00,US,Core PCE Price Index (MoM) (Jan),,0.4%,0.4%,0.1%
"Thursday, February 29, 2024",19:00,US,Initial Jobless Claims,,215K,209K,202K
"Thursday, March 7, 2024",19:00,US,Initial Jobless Claims,,217K,217K,217K
"Friday, March 8, 2024",19:00,US,Nonfarm Payrolls (Feb),,275K,198K,256K
"Friday, March 8, 2024",19:00,US,Unemployment Rate (Feb),,3.9%,3.7%,3.7%
"Tuesday, March 12, 2024",18:00,US,CPI (MoM) (Feb),,0.4%,0.4%,0.3%
"Tuesday, March 12, 2024",18:00,US,Core CPI (MoM) (Feb),,0.4%,0.3%,0.4%
"Tuesday, March 12, 2024",18:00,US,CPI (YoY) (Feb),,3.2%,3.1%,3.1%
"Thursday, March 14, 2024",18:00,US,Initial Jobless Claims,,209K,218K,210K
"Wednesday, March 20, 2024",23:30,US,Fed Interest Rate Decision,,5.50%,5.50%,5.50%
"Thursday, March 21, 2024",18:00,US,Initial Jobless Claims,,210K,212K,212K
"Thursday, March 28, 2024",18:00,US,Initial Jobless Claims,,210K,212K,212K
"Friday, March 29, 2024",18:00,US,Core PCE Price Index (MoM) (Feb),,0.3%,0.3%,0.5%
"Friday, March 29, 2024",18:00,US,Core PCE Price Index (YoY) (Feb),,2.8%,2.8%,2.9%
"Thursday, April 4, 2024",18:00,US,Initial Jobless Claims,,221K,213K,212K
"Friday, April 5, 2024",18:00,US,Nonfarm Payrolls (Mar),,303K,212K,236K
"Friday, April 5, 2024",18:00,US,Unemployment Rate (Mar),,3.8%,3.9%,3.9%
"Wednesday, April 10, 2024",18:00,US,CPI (MoM) (Mar),,0.4%,0.3%,0.4%
"Wednesday, April 10, 2024",18:00,US,CPI (YoY) (Mar),,3.5%,3.4%,3.2%
"Wednesday, April 10, 2024",18:00,US,Core CPI (MoM) (Mar),,0.4%,0.3%,0.4%
"Thursday, April 11, 2024",18:00,US,Initial Jobless Claims,,211K,216K,222K
"Thursday, April 18, 2024",18:00,US,Initial Jobless Claims,,212K,215K,212K
"Thursday, April 25, 2024",18:00,US,Initial Jobless Claims,,207K,214K,212K
"Friday, April 26, 2024",18:00,US,Core PCE Price Index (MoM) (Mar),,0.3%,0.3%,0.3%
"Friday, April 26, 2024",18:00,US,Core PCE Price Index (YoY) (Mar),,2.8%,2.6%,2.8%
"Wednesday, May 1, 2024",23:30,US,Fed Interest Rate Decision,,5.50%,5.50%,5.50%
"Thursday, May 2, 2024",18:00,US,Initial Jobless Claims,,208K,212K,208K
"Friday, May 3, 2024",18:00,US,Nonfarm Payrolls (Apr),,175K,238K,310K
"Friday, May 3, 2024",18:00,US,Unemployment Rate (Apr),,3.9%,3.8%,3.8%
"Thursday, May 9, 2024",18:00,US,Initial Jobless Claims,,231K,212K,209K
"Wednesday, May 15, 2024",18:00,US,CPI (MoM) (Apr),,0.3%,0.4%,0.4%
"Wednesday, May 15, 2024",18:00,US,Core CPI (MoM) (Apr),,0.3%,0.3%,0.4%
"Wednesday, May 15, 2024",18:00,US,CPI (YoY) (Apr),,3.4%,3.4%,3.5%
"Thursday, May 16, 2024",18:00,US,Initial Jobless Claims,,222K,219K,232K
"Thursday, May 23, 2024",18:00,US,Initial Jobless Claims,,215K,220K,223K
"Thursday, May 30, 2024",18:00,US,Initial Jobless Claims,,219K,218K,216K
"Friday, May 31, 2024",18:00,US,Core PCE Price Index (MoM) (Apr),,0.2%,0.3%,0.3%
"Friday, May 31, 2024",18:00,US,Core PCE Price Index (YoY) (Apr),,2.8%,2.8%,2.8%
"Thursday, June 6, 2024",18:00,US,Initial Jobless Claims,,229K,220K,221K
"Friday, June 7, 2024",18:00,US,Nonfarm Payrolls (May),,272K,182K,108K
"Friday, June 7, 2024",18:00,US,Unemployment Rate (May),,4.0%,3.9%,3.9%
"Wednesday, June 12, 2024",18:00,US,CPI (MoM) (May),,0.0%,0.1%,0.3%
"Wednesday, June 12, 2024",18:00,US,CPI (YoY) (May),,3.3%,3.4%,3.4%
"Wednesday, June 12, 2024",18:00,US,Core CPI (MoM) (May),,0.2%,0.3%,0.3%
"Wednesday, June 12, 2024",23:30,US,Fed Interest Rate Decision,,5.50%,5.50%,5.50%
"Thursday, June 13, 2024",18:00,US,Initial Jobless Claims,,242K,225K,229K
"Thursday, June 20, 2024",18:00,US,Initial Jobless Claims,,238K,235K,243K
"Thursday, June 27, 2024",18:00,US,Initial Jobless Claims,,233K,236K,239K
"Friday, June 28, 2024",18:00,US,Core PCE Price Index (MoM) (May),,0.1%,0.1%,0.3%
"Friday, June 28, 2024",18:00,US,Core PCE Price Index (YoY) (May),,2.6%,2.6%,2.8%
"Wednesday, July 3, 2024",18:00,US,Initial Jobless Claims,,238K,234K,234K
"Friday, July 5, 2024",18:00,US,Nonfarm Payrolls (Jun),,206K,191K,216K
"Friday, July 5, 2024",18:00,US,Unemployment Rate (Jun),,4.1%,4.0%,4.0%
"Thursday, July 11, 2024",18:00,US,CPI (MoM) (Jun),,-0.1%,0.1%,0.0%
"Thursday, July 11, 2024",18:00,US,CPI (YoY) (Jun),,3.0%,3.1%,3.3%
"Thursday, July 11, 2024",18:00,US,Core CPI (MoM) (Jun),,0.1%,0.2%,0.2%
"Thursday, July 11, 2024",18:00,US,Initial Jobless Claims,,222K,236K,239K
"Thursday, July 18, 2024",18:00,US,Initial Jobless Claims,,243K,229K,223K
"Thursday, July 25, 2024",18:00,US,Initial Jobless Claims,,235K,237K,245K
"Friday, July 26, 2024",18:00,US,Core PCE Price Index (MoM) (Jun),,0.2%,0.2%,0.1%
"Friday, July 26, 2024",18:00,US,Core PCE Price Index (YoY) (Jun),,2.6%,2.5%,2.6%
"Wednesday, July 31, 2024",23:30,US,Fed Interest Rate Decision,,5.50%,5.50%,5.50%
"Thursday, August 1, 2024",18:00,US,Initial Jobless Claims,,249K,236K,235K
"Friday, August 2, 2024",18:00,US,Nonfarm Payrolls (Jul),,114K,176K,118K
"Friday, August 2, 2024",18:00,US,Unemployment Rate (Jul),,4.3%,4.1%,4.1%
"Thursday, August 8, 2024",18:00,US,Initial Jobless Claims,,233K,241K,250K
"Wednesday, August 14, 2024",18:00,US,CPI (MoM) (Jul),,0.2%,0.2%,-0.1%
"Wednesday, August 14, 2024",18:00,US,Core CPI (MoM) (Jul),,0.2%,0.2%,0.1%
"Wednesday, August 14, 2024",18:00,US,CPI (YoY) (Jul),,2.9%,3.0%,3.0%
"Thursday, August 15, 2024",18:00,US,Initial Jobless Claims,,227K,236K,234K
"Thursday, August 22, 2024",18:00,US,Initial Jobless Claims,,232K,232K,228K
"Thursday, August 29, 2024",18:00,US,Initial Jobless Claims,,231K,232K,233K
"Friday, August 30, 2024",18:00,US,Core PCE Price Index (MoM) (Jul),,0.2%,0.2%,0.2%
"Friday, August 30, 2024",18:00,US,Core PCE Price Index (YoY) (Jul),,2.6%,2.7%,2.6%
"Thursday, September 5, 2024",18:00,US,Initial Jobless Claims,,227K,231K,232K
"Friday, September 6, 2024",18:00,US,Nonfarm Payrolls (Aug),,142K,164K,144K
"Friday, September 6, 2024",18:00,US,Unemployment Rate (Aug),,4.2%,4.2%,4.3%
"Wednesday, September 11, 2024",18:00,US,CPI (MoM) (Aug),,0.2%,0.2%,0.2%
"Wednesday, September 11, 2024",18:00,US,CPI (YoY) (Aug),,2.5%,2.5%,2.9%
"Wednesday, September 11, 2024",18:00,US,Core CPI (MoM) (Aug),,0.3%,0.2%,0.2%
"Thursday, September 12, 2024",18:00,US,Initial Jobless Claims,,230K,227K,228K
"Wednesday, September 18, 2024",23:30,US,Fed Interest Rate Decision,,5.00%,5.25%,5.50%
"Thursday, September 19, 2024",18:00,US,Initial Jobless Claims,,219K,230K,231K
"Thursday, September 26, 2024",18:00,US,Initial Jobless Claims,,218K,224K,222K
"Friday, September 27, 2024",18:00,US,Core PCE Price Index (MoM) (Aug),,0.1%,0.2%,0.2%
"Friday, September 27, 2024",18:00,US,Core PCE Price Index (YoY) (Aug),,2.7%,2.7%,2.6%
"Thursday, October 3, 2024",18:00,US,Initial Jobless Claims,,225K,222K,219K
"Friday, October 4, 2024",18:00,US,Nonfarm Payrolls (Sep),,254K,147K,78K
"Friday, October 4, 2024",18:00,US,Unemployment Rate (Sep),,4.1%,4.2%,4.2%
"Thursday, October 10, 2024",18:00,US,CPI (MoM) (Sep),,0.2%,0.1%,0.2%
"Thursday, October 10, 2024",18:00,US,Core CPI (MoM) (Sep),,0.3%,0.2%,0.3%
"Thursday, October 10, 2024",18:00,US,CPI (YoY) (Sep),,2.4%,2.3%,2.5%
"Thursday, October 10, 2024",18:00,US,Initial Jobless Claims,,258K,231K,225K
"Thursday, October 17, 2024",18:00,US,Initial Jobless Claims,,241K,241K,260K
"Thursday, October 24, 2024",18:00,US,Initial Jobless Claims,,227K,243K,242K
"Thursday, October 31, 2024",18:00,US,Core PCE Price Index (MoM) (Sep),,0.3%,0.3%,0.2%
"Thursday, October 31, 2024",18:00,US,Core PCE Price Index (YoY) (Sep),,2.7%,2.6%,2.7%
"Thursday, October 31, 2024",18:00,US,Initial Jobless Claims,,216K,229K,228K
"Friday, November 1, 2024",18:00,US,Nonfarm Payrolls (Oct),,12K,106K,255K
"Friday, November 1, 2024",18:00,US,Unemployment Rate (Oct),,4.1%,4.1%,4.1%
